observed,trend,seasonal,residual
100950.0,,-2.1967774131273003,
100938.0,,-1.2031039437401907,
100945.0,,-0.35228761721002577,
100939.0,,0.6020661242868263,
100933.0,,-0.35534884169940595,
100932.0,,1.8362157841530369,
100920.0,,1.5736987773486566,
100916.0,,0.694515103880718,
100905.0,,1.286011702519461,
100902.0,,2.5783246276886462,
100860.0,,0.14206612428626397,
100846.0,,-0.21956652877409333,
100839.0,,0.3036987773493337,
100847.0,,1.575943675307555,
100785.0,,0.6102293895925329,
100788.0,,1.021317824966041,
100759.0,,0.7805695256469112,
100771.0,,1.950433471227229,
100725.0,,0.2792770086413795,
100716.0,,0.2124062603417509,
100699.0,,1.7794130630628788,
100700.0,,1.2048552399350685,
100694.0,,2.391521906601454,
100736.0,,2.5570321106826035,
100723.0,,1.8462838113638933,
100720.0,100770.29000000001,0.2149448703810878,-50.50494487038924
100714.0,100768.07,1.1504178433532544,-55.22041784336024
100721.0,100766.43,2.373052978488665,-47.80305297848168
100719.0,100765.43,0.500755681191525,-46.93075568118454
100718.0,100764.82,2.301701627136346,-49.12170162714333
100704.0,100764.3,0.6474448703809541,-60.94744487038386
100716.0,100763.91,-0.21721729178082266,-47.69278270822267
100705.0,100763.71,-0.17789296745910588,-58.532107032547295
100704.0,100763.81,-1.1851902647547434,-58.62480973524293
100689.0,100764.15000000001,-0.7095145890773373,-74.44048541093139
100709.0,100764.93000000001,-1.3116767512417293,-54.61832324876584
100680.0,100766.04,-0.5230281025920896,-85.5169718974015
100713.0,100767.32999999999,-1.6051902647536855,-52.72480973523351
100697.0,100768.62,-0.579919994484658,-71.04008000551069
100704.0,100770.27,-1.653365940429786,-64.6166340595743
100718.0,100772.23,0.468525951462161,-54.69852595145809
100705.0,100774.16999999998,-2.353230805295154,-66.81676919468855
100708.0,100775.91000000002,-2.6424875620522887,-65.26751243796575
100701.0,100777.89000000001,-1.3570821566460611,-75.53291784336791
100718.0,100780.94999999998,-1.4722848593493734,-61.477715140633165
100720.0,100784.36999999998,-1.089514589078946,-63.280485410901846
100721.0,100787.42,-2.853365940430022,-63.56663405956823
100707.0,100790.51000000001,-2.973095670160153,-80.53690432984916
100737.0,100793.41,-4.180450882515887,-52.22954911748761
100765.0,100795.91,-1.6711311546233762,-29.238868845380118
100817.0,100798.38,-2.1967774131273003,20.816777413122644
100849.0,100800.89000000001,-1.2031039437401907,49.31310394372622
100870.0,100803.39,-0.35228761721002577,66.9622876172106
100914.0,100805.89,0.6020661242868263,107.50793387571376
100897.0,100808.47,-0.35534884169940595,88.88534884169825
100916.0,100811.06,1.8362157841530369,103.10378421584929
100897.0,100813.42,1.5736987773486566,82.0063012226531
100919.0,100815.41999999998,0.694515103880718,102.88548489613558
100912.0,100817.98999999999,1.286011702519461,92.72398829748985
100929.0,100821.12,2.5783246276886462,105.30167537231601
100911.0,100823.94,0.14206612428626397,86.91793387571141
100906.0,100826.92,-0.21956652877409333,79.29956652877584
100908.0,100829.97000000002,0.3036987773493337,77.72630122263494
100907.0,100832.88,1.575943675307555,72.54405632468779
100890.0,100836.01000000002,0.6102293895925329,53.3797706103836
100879.0,100839.12,1.021317824966041,38.858682175038616
100862.0,100842.17999999998,0.7805695256469112,19.039430474374626
100842.0,100845.33999999998,1.950433471227229,-5.290433471209185
100852.0,100848.74999999999,0.2792770086413795,2.9707229913731723
100895.0,100852.04,0.2124062603417509,42.74759373966465
100862.0,100855.17000000001,1.7794130630628788,5.050586936924315
100842.0,100858.44000000002,1.2048552399350685,-17.644855239951948
100861.0,100861.81,2.391521906601454,-3.2015219065991256
100859.0,100864.97,2.5570321106826035,-8.527032110683768
100850.0,100867.64000000001,1.8462838113638933,-19.486283811377863
100840.0,100869.5,0.2149448703810878,-29.71494487038109
100845.0,100870.57,1.1504178433532544,-26.720417843360238
100840.0,100871.59000000001,2.373052978488665,-33.963052978499725
100850.0,100872.22,0.500755681191525,-22.72075568119269
100845.0,100872.57999999999,2.301701627136346,-29.88170162712354
100836.0,100872.81999999999,0.6474448703809541,-37.467444870373384
100820.0,100872.62999999998,-0.21721729178082266,-52.41278270819473
100801.0,100872.39,-0.17789296745910588,-71.21210703254032
100865.0,100872.03,-1.1851902647547434,-5.844809735244093
100841.0,100871.42,-0.7095145890773373,-29.710485410920917
100839.0,100870.94000000002,-1.3116767512417293,-30.62832324877515
100848.0,100870.59,-0.5230281025920896,-22.066971897404418
100850.0,100869.83000000002,-1.6051902647536855,-18.224809735262614
100851.0,100868.94000000002,-0.579919994484658,-17.36008000553222
100863.0,100868.3,-1.653365940429786,-3.6466340595731244
100870.0,100867.44000000002,0.468525951462161,2.0914740485209586
100859.0,100866.91000000002,-2.353230805295154,-5.55676919472289
100870.0,100867.17,-2.6424875620522887,5.4724875620540345
100880.0,100867.51999999999,-1.3570821566460611,13.837082156656539
100868.0,100867.39,-1.4722848593493734,2.082284859349955
100883.0,100867.11,-1.089514589078946,16.979514589078363
100885.0,100867.39,-2.853365940430022,20.463365940430606
100880.0,100867.74999999999,-2.973095670160153,15.223095670174704
100880.0,100868.11,-4.180450882515887,16.070450882515303
100889.0,100868.65,-1.6711311546233762,22.021131154629195
100879.0,100869.21999999999,-2.1967774131273003,11.976777413140688
100894.0,100869.87,-1.2031039437401907,25.33310394374485
100927.0,100870.54,-0.35228761721002577,56.81228761721643
100920.0,100871.07999999999,0.6020661242868263,48.31793387572598
100927.0,100871.63999999998,-0.35534884169940595,55.71534884171454
100910.0,100872.46999999999,1.8362157841530369,35.69378421586035
100884.0,100873.56000000001,1.5736987773486566,8.86630122263912
100908.0,100875.09,0.694515103880718,32.215484896122774
100887.0,100876.21999999999,1.286011702519461,9.493988297493926
100893.0,100876.79,2.5783246276886462,13.631675372317757
100899.0,100877.64000000001,0.14206612428626397,21.217933875699767
100883.0,100878.56000000001,-0.21956652877409333,4.65956652876187
100855.0,100879.28000000001,0.3036987773493337,-24.58369877736272
100871.0,100880.03000000003,1.575943675307555,-10.605943675335494
100862.0,100880.86,0.6102293895925329,-19.470229389593115
100821.0,100881.48000000001,1.021317824966041,-61.50131782497652
100867.0,100882.00000000001,0.7805695256469112,-15.780569525661463
100863.0,100882.81,1.950433471227229,-21.7604334712249
100866.0,100883.60000000002,0.2792770086413795,-17.879277008661752
100868.0,100884.13,0.2124062603417509,-16.342406260346408
100861.0,100884.69999999998,1.7794130630628788,-25.479413063045417
100871.0,100885.18999999999,1.2048552399350685,-15.394855239922844
100868.0,100885.8,2.391521906601454,-20.191521906604365
100888.0,100886.61000000002,2.5570321106826035,-1.1670321106977375
100875.0,100887.48000000001,1.8462838113638933,-14.32628381137437
100872.0,100888.62,0.2149448703810878,-16.834944870376432
100878.0,100889.84,1.1504178433532544,-12.990417843349762
100874.0,100890.67,2.373052978488665,-19.04305297848692
100870.0,100891.37000000001,0.500755681191525,-21.87075568120142
100881.0,100891.61,2.301701627136346,-12.911701627136928
100883.0,100891.81,0.6474448703809541,-9.457444870378627
100882.0,100892.83,-0.21721729178082266,-10.612782708220923
100892.0,100893.84000000001,-0.17789296745910588,-1.6621070325519536
100887.0,100894.76,-1.1851902647547434,-6.574809735240018
100876.0,100895.42000000001,-0.7095145890773373,-18.71048541093547
100889.0,100895.88000000002,-1.3116767512417293,-5.568323248777479
