observed,trend,seasonal,residual
-4.396234730692758,,-2.265003909904208,
-15.10566862684167,,-1.1945871824235148,
-7.542110206633485,,-0.004104466563521064,
-14.245303360060204,,0.7478656285422908,
-20.55219023030498,,-0.24141412236376134,
-20.737921795986853,,2.1707330244864456,
-32.69311072634576,,1.788936955387162,
-37.22748557144673,,0.7699960981893378,
-47.1797950473888,,1.2990790779881591,
-49.652008655223504,,2.6628901792653825,
-91.47686886617504,,0.2702720004578342,
-105.54742244541316,,-0.21934122065415737,
-111.47599273908492,,0.3581333000241774,
-102.58198732548696,,1.5994941495488086,
-163.80219354667395,,0.6761454412984805,
-160.5006371523248,,1.085991906065993,
-188.575193785417,,0.8545154617058643,
-176.1500100642008,,1.9578162197855966,
-221.08594965957155,,0.34000475850151973,
-228.5885708903238,,0.18726375342237564,
-244.5222136956769,,1.7670217994042872,
-242.83031338591823,,1.1739544368010115,
-247.33882467086707,,2.3541913461561657,
-202.9894699805872,,2.462110218667556,
-215.67101986430148,,1.7760168271139523,
-218.3370178133182,-165.64330131902813,0.06183805386417311,-52.755554548154244
-222.8035093096001,-167.01714767535077,1.0381957579281704,-56.82455739217749
-213.56818430337887,-167.8218367773917,2.28438149786858,-48.030729023855756
-214.6678572184792,-167.97771875343852,0.42115674604859876,-47.111295211089285
-215.44231963817123,-167.73123221013583,2.137696986740599,-49.848784414776
-228.3501849651626,-167.40278458516116,0.47212877128410746,-61.41952915128556
-214.60244044379863,-166.9542564239672,-0.39441474529667486,-47.25376927453476
-224.8006624684936,-166.3068813927809,-0.23460384962561207,-58.259177226087104
-224.11627814386844,-165.36916029524437,-1.2760301614507152,-57.47108768717336
-237.39484932736016,-164.21007293759558,-0.8700907105950886,-72.31468567916949
-216.1355563432336,-162.6085518833035,-1.4654796718545031,-52.06152478807558
-243.95685965705871,-160.67603242114524,-0.6016344656604778,-82.679192770253
-210.996527275254,-158.5814057768426,-1.5979942083956895,-50.81712729001573
-225.60715685726356,-156.5166976485593,-0.6300473215526041,-68.46041188715165
-216.6826172186526,-154.1127932671677,-1.7768103762375043,-60.793013575247414
-201.7211074925286,-151.39779416745677,0.335705818183875,-50.65901914325571
-214.0698731775392,-148.694929458441,-2.19618268403115,-63.17876103506703
-209.80209293694676,-146.2020484225162,-2.744688004524969,-60.85535650990558
-216.11904909222932,-143.49011851699188,-1.0818108194155274,-71.54711975582191
-198.53169861756163,-139.72770195637065,-1.503057037792217,-57.30093962339876
-195.9671340502984,-135.63084889907606,-1.1581587597008778,-59.17812639152147
-193.07498520828844,-131.9027686667868,-2.5752879717704986,-58.596928569731126
-205.62281368158952,-128.13910864532332,-3.0119349446887353,-74.47177009157747
-175.22602196840882,-124.60106511000335,-4.265647441649133,-46.35930941675633
-146.98199785886297,-121.48958829501862,-1.7452121385793626,-23.747197425264986
-94.6317824529126,-118.41108460200722,-2.265003909904208,26.044306058998828
-62.25475653688668,-115.30102527767103,-1.1945871824235148,54.24085592320786
-40.86193250068133,-112.22938373777437,-0.004104466563521064,71.37155570365655
3.4863213293050324,-109.1878033464559,0.7478656285422908,111.92625904721864
-13.635160589404425,-106.07115684269365,-0.24141412236376134,92.677410375653
5.189811060579121,-102.94736401292845,2.1707330244864456,105.96644204902111
-13.768027463513627,-100.08224361801295,1.788936955387162,84.52527919911216
8.584934284349682,-97.6001318715531,0.7699960981893378,105.41507005771345
0.7798948504668086,-94.56024279678569,1.2990790779881591,94.04105856926434
18.297037211801754,-90.98149114878146,2.6628901792653825,106.61563818131782
0.7261906960054478,-87.73893372840521,0.2702720004578342,88.19485242395282
-4.498535791762387,-84.35947400899958,-0.21934122065415737,80.08027943789135
-3.062214962471458,-80.91315837330045,0.3581333000241774,77.49281011080481
-4.524952273771108,-77.61149064176506,1.5994941495488086,71.48704421844515
-21.46879045923158,-74.12079250895985,0.6761454412984805,51.97585660842979
-31.33413026867707,-70.67244687969905,1.085991906065993,38.25232470495599
-47.45522976748728,-67.2818404037089,0.8545154617058643,18.97209517451575
-67.98187048964827,-63.813394071653384,1.9578162197855966,-6.126292637780486
-58.061098681694745,-60.11590745493373,0.34000475850151973,1.714804014737469
-15.371765806073125,-56.54183179444661,0.18726375342237564,40.9828022349511
-48.05371305047055,-53.13153179317998,1.7670217994042872,3.310796943305145
-66.49079080219974,-49.60863186340235,1.1739544368010115,-18.0561133755984
-47.31234510823555,-46.02075931302424,2.3541913461561657,-3.64577714136747
-49.21159601122342,-42.65683355657022,2.462110218667556,-9.016872673320757
-58.30121233519132,-39.785333023620886,1.7760168271139523,-20.29189613868439
-67.85645604128764,-37.72883796263014,0.06183805386417311,-30.189456132521677
-62.27813864801245,-36.471325763153544,1.0381957579281704,-26.84500864278708
-66.92940097529988,-35.26966315648139,2.28438149786858,-33.94411931668707
-57.14860141471094,-34.462695189336884,0.42115674604859876,-23.107062971422653
-61.29692506571517,-33.933064265017876,2.137696986740599,-29.501557787437896
-70.11629656109933,-33.526610248059136,0.47212877128410746,-37.0618150843243
-86.3242893563124,-33.54801294794185,-0.39441474529667486,-52.381861663073884
-104.86763890999548,-33.622222262010084,-0.23460384962561207,-71.01081279835978
-40.060394225623256,-33.81001132015876,-1.2760301614507152,-4.974352744013783
-63.57556844518392,-34.241059711598766,-0.8700907105950886,-28.464418022990063
-65.6990951877858,-34.55271817297371,-1.4654796718545031,-29.680897342957586
-56.44734887194135,-34.73794890586442,-0.6016344656604778,-21.107765500416452
-53.874474490457885,-35.321663465129056,-1.5979942083956895,-16.95481681693314
-52.56243648852124,-36.021535530513106,-0.6300473215526041,-15.910853636455533
-40.65752430687391,-36.466377958138814,-1.7768103762375043,-2.4143359724975912
-32.911637478228535,-37.13720721966788,0.335705818183875,3.8898639232554686
-43.81869559282456,-37.48768890526056,-2.19618268403115,-4.134824003532849
-33.20863731610985,-37.046048014468234,-2.744688004524969,6.582098702883352
-22.9638430411012,-36.511194171967595,-1.0818108194155274,14.629161950281922
-34.27933861997675,-36.45156661081971,-1.503057037792217,3.6752850286351797
-19.189493921220784,-36.53327507042487,-1.1581587597008778,18.501939908904966
-17.56263235960308,-36.068257665941225,-2.5752879717704986,21.080913278108646
-22.347911492462813,-35.540663460305716,-3.0119349446887353,16.20468691253164
-22.108348512133198,-35.01884145008824,-4.265647441649133,17.176140379604174
-12.949618020205731,-34.31572628837507,-1.7452121385793626,23.111320406748696
-23.014656192494567,-33.57789242992167,-2.265003909904208,12.82824014733131
-8.120662849645022,-32.76386934390184,-1.1945871824235148,25.83779367668033
25.1702344792918,-31.939180951480367,-0.004104466563521064,57.113519897335685
18.15095106378141,-31.2458893601933,0.7478656285422908,48.648974795432416
24.66330210802045,-30.535215391875624,-0.24141412236376134,55.439931622259834
7.5367500590288445,-29.562438417992233,2.1707330244864456,34.928455452534635
-18.25523645023484,-28.3313793065752,1.788936955387162,8.2872059009532
5.65121186424733,-26.66348704812086,0.7699960981893378,31.544702814178848
-15.065288544298332,-25.40233531156848,1.2990790779881591,9.037967689281988
-8.96261853743338,-24.709870862353036,2.6628901792653825,13.084362145654273
-3.179999692254328,-23.747481425485418,0.2702720004578342,20.297209732773258
-19.115418692573627,-22.716946392734403,-0.21934122065415737,3.8208689208149336
-46.81678798812359,-21.88931996929531,0.3581333000241774,-25.28560131885246
-30.7575857865243,-21.04432677416631,1.5994941495488086,-11.312753161906796
-39.72039970904912,-20.120212033518897,0.6761454412984805,-20.276333116828702
-80.16544717176625,-19.405609368302112,1.085991906065993,-61.84582970953013
-33.67208142366739,-18.802254576899973,0.8545154617058643,-15.724342308473284
-37.60092975423361,-17.913910739098426,1.9578162197855966,-21.64483523492078
-34.95665516704579,-17.045945638093436,0.34000475850151973,-18.25071428745387
-32.513453205934496,-16.44642509930782,0.18726375342237564,-16.25429186004905
-39.08287161112518,-15.817749423204198,1.7670217994042872,-25.032143987325266
-28.959891793179565,-15.26911909866416,1.1739544368010115,-14.864727131316418
-32.0838235537056,-14.593393130810984,2.3541913461561657,-19.844621769050782
-12.257916544005388,-13.717101463277556,2.462110218667556,-1.0029252993953879
-24.94337563109161,-12.789752996714197,1.7760168271139523,-13.929639461491364
-27.430906900047443,-11.599637190843573,0.06183805386417311,-15.893107763068043
-21.30137918726943,-10.332020243186198,1.0381957579281704,-12.0075547020114
-25.43732119389663,-9.462096162661602,2.28438149786858,-18.259606529103607
-29.311522067407264,-8.731519282808556,0.42115674604859876,-21.001159530647307
-18.06660758125107,-8.459352299679649,2.137696986740599,-11.74495226831202
-16.06891665722432,-8.221404732072108,0.47212877128410746,-8.319640696436322
-17.26575811848426,-7.167215650784677,-0.39441474529667486,-9.704127722402909
-7.136944302389249,-6.131156864476792,-0.23460384962561207,-0.7711835882868451
-11.675915177991554,-5.19298537671734,-1.2760301614507152,-5.206899639823498
-22.713602571271714,-4.520437476786301,-0.8700907105950886,-17.323074383890322
-10.322117374936072,-4.048253117793196,-1.4654796718545031,-4.808384585288373
-8.770823409689282,-3.256388299610832,-0.6016344656604778,-4.912800644417972
-18.788357608800688,-2.1300913419823564,-1.5979942083956895,-15.06027205842264
-3.1492338572788845,-0.7435639285563886,-0.6300473215526041,-1.7756226071698917
2.3407471266254403,0.5463681619351205,-1.7768103762375043,3.571189340927824
-4.449642390049696,2.2217131880082075,0.335705818183875,-7.007061396241779
-11.945211540789662,4.074725194002342,-2.19618268403115,-13.823754050760854
23.752262412010825,5.593152581022288,-2.744688004524969,20.903797835513508
6.871767331276931,7.250474841548478,-1.0818108194155274,0.7031033091439811
-4.162895113793838,9.133361741746304,-1.503057037792217,-11.793199817747926
13.56163018295861,11.140056560615387,-1.1581587597008778,3.5797323820441003
