observed,trend,seasonal,residual
40603.0,,1.0121885824602457,
40616.0,,0.06252871851517239,
40603.0,,-0.5461787644783436,
40612.0,,0.00252871851453091,
40621.0,,-0.4686957712811182,
40606.0,,-0.4359746828463539,
40597.0,,-1.111008696452313,
40599.0,,0.1877668137528954,
40588.0,,-0.001484886927226231,
40596.0,,1.6106919838204157,
40577.0,,-0.10311753998851607,
40574.0,,0.8843654532088362,
40575.0,,0.44239266409283545,
40576.0,,-0.7280835263830917,
40558.0,,0.9992634123917632,
40558.0,,2.2708280382425867,
40562.0,,2.3310321198746853,
40553.0,,0.3016443647721513,
40543.0,,-0.29202910461523557,
40533.0,,0.4715083103505885,
40551.0,,-0.8064508733224889,
40549.0,,1.2260661334804221,
40547.0,,-0.008287608015562609,
40535.0,,-0.019784206656271647,
40541.0,,1.1652498069498436,
40540.0,40552.98,0.6879433167853248,-13.667943316788527
40528.0,40551.92999999999,0.05199737084034439,-23.98199737083336
40534.0,40551.159999999996,-0.9495566832141736,-16.210443316782044
40539.0,40550.61,0.07557845192121507,-11.685578451921797
40541.0,40549.990000000005,0.22990277624541744,-9.219902776250656
40538.0,40549.600000000006,0.686659533002017,-12.286659533007837
40529.0,40549.34000000001,0.10686223570478451,-20.446862235715844
40543.0,40548.96000000001,0.01976764111029216,-5.979767641116695
40535.0,40548.75000000001,-1.7843539805112942,-11.965646019495981
40532.0,40548.69,0.59882169516413,-17.288821695166458
40547.0,40548.74,-0.07543506159243611,-1.6645649384055266
40523.0,40549.08,-0.9157053318621695,-25.164294668139576
40526.0,40549.409999999996,-0.6048945210513095,-22.805105478944906
40526.0,40549.61,-0.2535431697004007,-23.356456830300182
40526.0,40549.85,-0.21671884537668595,-23.63328115462186
40531.0,40550.2,-0.8957053318618312,-18.30429466813526
40523.0,40550.619999999995,-0.4209080345641132,-27.19909196543123
40525.0,40551.08,-0.0750296561867023,-26.004970343815042
40536.0,40551.72,0.08192980327272963,-15.801929803273893
40524.0,40552.55000000001,-0.1601647913208935,-28.38983520868929
40536.0,40552.63,-0.38665127780873493,-16.243348722188646
40537.0,40552.39000000001,-2.6607053318622813,-12.729294668144412
40529.0,40552.729999999996,-0.4645566832139358,-23.26544331678199
40524.0,40553.24,-0.39155291413927473,-28.848447085858687
40530.0,40553.810000000005,-0.7309406692404701,-23.079059330764476
40551.0,40554.310000000005,1.0121885824602457,-4.322188582465193
40563.0,40554.97,0.06252871851517239,7.967471281483664
40579.0,40555.600000000006,-0.5461787644783436,23.946178764472524
40581.0,40555.98,0.00252871851453091,25.01747128148227
